0	0	0	0	0	0.13
13	0	0	0	0	0.13
29	0	0	0	0	0.13
44	0	0	0	0	0.13
57	0	0	0	0	0.13
72	0	0	0	0	0.13
85	0	0	0	0	0.13
100	0	0	0	0	0.13
113	0	0	0	0	0.13
126	0	0	0	0	0.13
139	0	0	0	0	0.13
152	0	0	0	0	0.13
169	0	0	0	0	0.13
182	0	0	0	0	0.13
195	0	0	0	0	0.13
208	0	0	0	0	0.13
223	0	0	0	0	0.13
238	0	0	0	0	0.13
251	0	0	0	0	0.13
267	0	0	0	0	0.13
280	0	0	0	0	0.13
293	0	0	0	0	0.13
306	0	0	0	0	0.13
323	0	0	0	0	0.13
338	0	0	0	0	0.13
351	0	0	0	0	0.13
364	0	0	0	0	0.13
378	0	0	0	0	0.13
391	0	0	0	0	0.13
406	0	0	0	0	0.13
423	0	0	0	0	0.13
438	0	0	0	0	0.13
451	0	0	0	0	0.13
464	0	0	0	0	0.13
479	0	0	0	0	0.13
492	0	0	0	0	0.13
505	0	0	0	0	0.13
518	0	0	0	0	0.13
535	0	0	0	0	0.13
550	0	0	0	0	0.13
565	0	0	0	0	0.13
578	0	0	0	0	0.13
593	0	0	0	0	0.13
606	0	0	0	0	0.13
619	0	0	0	0	0.13
634	0	0	0	0	0.13
647	0	0	0	0	0.13
664	0	0	0	0	0.13
679	0	0	0	0	0.13
694	0	0	0	0	0.13
707	0	0	0	0	0.13
720	0	0	0	0	0.13
733	0	0	0	0	0.13
748	0	0	0	0	0.13
765	0	0	0	0	0.13
778	0	0	0	0	0.13
793	0	0	0	0	0.13
807	0	0	0	0	0.13
820	0	0	0	0	0.13
833	0	0	0	0	0.13
846	0	0	0	0	0.13
862	0	0	0	0	0.13
875	0	0	0	0	0.13
888	0	0	0	0	0.13
901	0	0	0	0	0.13
916	0	0	0	0	0.13
931	0	0	0	0	0.13
946	0	0	0	0	0.13
961	0	0	0	0	0.13
976	0	0	0	0	0.13
991	0	0	0	0	0.13
1010	0	0	0	0	0.13
1025	0	0	0	0	0.13
1040	0	0	0	0	0.13
1053	0	0	0	0	0.13
1066	0	0	0	0	0.13
1081	0	0	0	0	0.13
1098	0	0	0	0	0.13
1111	0	0	0	0	0.13
1124	0	0	0	0	0.13
1137	0	0	0	0	0.13
1152	0	0	0	0	0.13
1165	0	0	0	0	0.13
1178	0	0	0	0	0.13
1193	0	0	0	0	0.13
1206	0	0	0	0	0.13
1219	0	0	0	0	0.13
1232	0	0	0	0	0.13
1247	0	0	0	0	0.13
1262	0	0	0	0	0.13
1277	0	0	0	0	0.13
1290	0	0	0	0	0.13
1303	0	0	0	0	0.13
1316	0	0	0	0	0.13
1329	0	0	0	0	0.13
1342	0	0	0	0	0.13
1355	0	0	0	0	0.13
1370	0	0	0	0	0.13
1383	0	0	0	0	0.13
1396	0	0	0	0	0.13
1409	0	0	0	0	0.13
1422	0	0	0	0	0.13
1437	0	0	0	0	0.13
1450	0	0	0	0	0.13
1463	0	0	0	0	0.13
1476	0	0	0	0	0.13
1491	0	0	0	0	0.13
1506	0	0	0	0	0.13
1519	0	0	0	0	0.13
1536	0	0	0	0	0.13
1553	0	0	0	0	0.13
1566	0	0	0	0	0.13
1581	0	0	0	0	0.13
1594	0	0	0	0	0.13
1607	0	0	0	0	0.13
1620	0	0	0	0	0.13
1633	0	0	-0.04	0	0.13
1648	0	0	0	0	-0.12
1663	0	0	0	0	-0.12
1676	0	0	0	0	-0.12
1691	0	0	-0.04	0	-0.12
1704	0	0	-0.04	0	-0.12
1719	0	0	0	0	-0.12
1732	0	0	0	0	-0.12
1747	0	0	0	0	-0.43
1764	0	0	0	0	-0.43
1777	0	0	0	0	-0.43
1790	0	0	0	0	-0.43
1805	0	0	0	0	-0.43
1818	0	0	0	0	-0.43
1833	0	0	0	0	-0.43
1850	0	0	0	0	-0.44
1865	0	0	0	0	-0.44
1878	0	0	0	0	-0.44
1891	0	0	0	0	-0.44
1904	0	0	0	0	-0.44
1917	0	0	0	0	-0.44
1930	0	0	0	0	-0.44
1945	0	0	0	0	-0.44
1960	0	0	0	0	-0.43
1975	0	0	0	0	-0.43
1988	0	0	0	0	-0.43
2003	0	0	0	0	-0.43
2018	0	0	0	0	-0.43
2033	0	0	0	0	-0.43
2048	0	0	0	0	-0.43
2063	0	0	0	0	-0.44
2078	0	0	0	0	-0.44
2093	0	0	0	0	-0.44
2106	0	0	0	0	-0.44
2123	0	0	0	0	-0.44
2138	0	0	0	0	-0.44
2151	0	0	0	0	-0.44
2164	0	0	0	0	-0.43
2179	0	0	0	0	-0.43
2192	0	0	0	0	-0.43
2207	0	0	0	0	-0.43
2224	0	0	0	0	-0.43
2238	0	0	0	0	-0.43
2255	0	0	0	0	-0.43
2270	0	0	0	0	-0.43
2285	0	0	0	0	-0.43
2300	0	0	0	0	-0.43
2316	0	0	0	0	-0.43
2333	0	0	0	0	-0.43
2348	0	0	0	0	-0.43
2362	0	0	0	0	-0.43
2374	0	0	0	0	-0.43
2391	0	0	0	0	-0.43
2406	0	0	0	0	-0.43
2421	0	0	0	0	-0.43
2436	0	0	0	0	-0.43
2451	0	0	-0.04	0	-0.43
2468	0	0	0	0	-0.43
2483	0	0	-0.04	0	-0.67
2500	0	0	0	0	-0.67
2513	0	0	0	0	-0.67
2526	0	0	0	0	-0.67
2541	0	0	0	0	-0.67
2554	0	0	0	0	-0.67
2567	0	0	0	0	-0.67
2582	0	0	-0.04	0	-0.99
2597	0	0	0	-0.29	-0.99
2612	0	0	0	0	-0.99
2627	0	0	0	0	-0.99
