0	0	0	0	0	135
10	1	1	0.04	22.3	10850
20	1	1	0.51	54.52	627
30	1	1	0.88	18.51	-4668
40	1	1	1	9.91	-518
50	1	1	1.08	6.41	-714
60	1	1	1.1	2.73	-9
70	1	1	1.1	0	574
80	1	1	1.1	0	4
90	1	1	1.1	0	-889
100	1	1	1.08	-1.05	-638
110	1	1	1.06	-1.9	-528
120	1	1	1.04	-1.38	141
130	1	1	1.04	-1.38	-572
140	1	1	1.04	-0.85	-875
150	1	1	1.02	-0.83	-277
160	1	1	1.02	0	-395
170	1	1	1.02	0	-398
180	1	1	1	0	11
190	1	1	1	0.14	-440
200	1	1	1	0	-162
210	1	1	1	0	-139
220	1	1	1	0	-220
230	1	1	1	0	-274
240	1	1	1	0	-270
250	1	1	1	0	-268
260	1	1	1	0	-267
270	1	1	1	0	-267
280	1	1	1	0	-267
290	1	1	1	0	-267
300	1	1	1	0	-268
310	1	1	1	0	-266
320	1	1	1	0	-267
330	1	1	1	0	-267
340	1	1	1	0	-267
350	1	1	1	0	-267
360	1	1	1	0	-267
370	1	1	1	0	-268
380	1	1	1	0	-267
390	1	1	1	0	-267
400	1	1	1	0	-267
410	1	1	1	0	-267
420	1	1	1	0	-267
430	1	1	1	0	-267
440	1	1	1	0	-267
450	1	1	1	0	-267
460	1	1	1	0	-267
470	1	1	1	0	-267
480	1	1	1	0	-267
490	1	1	1	0	-267
500	-0.98	-0.98	0.98	-19.23	-10595
510	-0.98	-0.98	0.47	-75.49	-9339
520	-0.98	-0.98	-0.31	-75.49	2453
530	-0.98	-0.98	-0.84	-30.67	6030
540	-0.98	-0.98	-1.06	-17.84	1807
550	-0.98	-0.98	-1.18	-8.84	1016
560	-0.98	-0.98	-1.22	-3.49	601
570	-0.98	-0.98	-1.22	0	649
580	-0.98	-0.98	-1.2	0	909
590	-0.98	-0.98	-1.16	3.44	502
600	-0.98	-0.98	-1.12	3.27	386
610	-0.98	-0.98	-1.08	3.17	267
620	-0.98	-0.98	-1.06	2.92	-241
630	-0.98	-0.98	-1.04	1.87	714
640	-0.98	-0.98	-1.02	1.59	347
650	-0.98	-0.98	-1	1.7	-131
660	-0.98	-0.98	-1	1.48	193
670	-0.98	-0.98	-1	0.89	524
680	-0.98	-0.98	-0.98	0.68	-708
690	-0.98	-0.98	-0.98	0.68	-129
700	-0.98	-0.98	-0.98	0.68	60
710	-0.98	-0.98	-0.98	0.6	119
720	-0.98	-0.98	-0.98	0.46	155
730	-0.98	-0.98	-0.98	0.38	164
740	-0.98	-0.98	-0.98	0	89
750	-0.98	-0.98	-0.98	0	102
760	-0.98	-0.98	-0.98	0	115
770	-0.98	-0.98	-0.98	0	115
780	-0.98	-0.98	-0.98	0	116
790	-0.98	-0.98	-0.98	0	115
800	-0.98	-0.98	-0.98	0	115
810	-0.98	-0.98	-0.98	0	116
820	-0.98	-0.98	-0.98	0	115
830	-0.98	-0.98	-0.98	0	115
840	-0.98	-0.98	-0.98	0	115
850	-0.98	-0.98	-0.98	0	115
860	-0.98	-0.98	-0.98	0	115
870	-0.98	-0.98	-0.98	0	115
880	-0.98	-0.98	-0.98	0	115
890	-0.98	-0.98	-0.98	0	115
900	-0.98	-0.98	-0.98	0	115
910	-0.98	-0.98	-0.98	0	116
920	-0.98	-0.98	-0.98	0	114
930	-0.98	-0.98	-0.98	0	116
940	-0.98	-0.98	-0.98	0	115
950	-0.98	-0.98	-0.98	0	115
960	-0.98	-0.98	-0.98	0	114
970	-0.98	-0.98	-0.98	0	115
980	-0.98	-0.98	-0.98	0	114
990	-0.98	-0.98	-0.98	0	115
1000	1	1	-0.94	23.36	10843
1010	1	1	-0.43	70.09	7844
1020	1	1	0.35	70.09	-3665
1030	1	1	0.86	32.71	-5253
1040	1	1	1.08	14.87	-1502
1050	1	1	1.2	10.11	-1394
1060	1	1	1.24	4.21	-1035
1070	1	1	1.22	0	19
1080	1	1	1.22	0	-966
1090	1	1	1.18	-4.22	-378
1100	1	1	1.14	-3.5	-392
1110	1	1	1.12	-3.11	-653
1120	1	1	1.08	-3.11	3
1130	1	1	1.06	-2.17	-147
1140	1	1	1.04	-2.21	-86
1150	1	1	1.04	-1.21	-821
1160	1	1	1.02	-1.07	-132
1170	1	1	1	-1.38	488
1180	1	1	1.02	0	-739
1190	1	1	1.02	-0.14	-944
1200	1	1	1	0	-523
1210	1	1	1	0	-139
1220	1	1	1	0	-197
1230	1	1	1	0	-269
1240	1	1	1	0	-272
1250	1	1	1	0	-272
1260	1	1	1	0	-272
1270	1	1	1	0	-273
1280	1	1	1	0	-273
1290	1	1	1	0	-272
1300	1	1	1	0	-272
1310	1	1	1	0	-272
1320	1	1	1	0	-272
1330	1	1	1	0	-272
1340	1	1	1	0	-272
1350	1	1	1	0	-272
1360	1	1	1	0	-272
1370	1	1	1	0	-272
1380	1	1	1	0	-273
1390	1	1	1	0	-272
1400	1	1	1	0	-272
1410	1	1	1	0	-272
1420	1	1	1	0	-273
1430	1	1	1	0	-272
1440	1	1	1	0	-273
1450	1	1	1	0	-272
1460	1	1	1	0	-272
1470	1	1	1	0	-273
1480	1	1	1	0	-272
1490	1	1	1	0	-272
1500	-0.98	-0.98	0.98	-19.23	-10566
1510	-0.98	-0.98	0.47	-81.77	-9358
1520	-0.98	-0.98	-0.31	-75.49	2431
1530	-0.98	-0.98	-0.84	-31.65	5917
1540	-0.98	-0.98	-1.06	-17.84	1821
1550	-0.98	-0.98	-1.18	-7.6	980
1560	-0.98	-0.98	-1.22	-3.3	619
1570	-0.98	-0.98	-1.22	0	631
1580	-0.98	-0.98	-1.2	0	869
1590	-0.98	-0.98	-1.16	3.34	604
1600	-0.98	-0.98	-1.12	3.89	326
1610	-0.98	-0.98	-1.08	2.97	-41
1620	-0.98	-0.98	-1.06	2.83	285
1630	-0.98	-0.98	-1.04	2.53	394
1640	-0.98	-0.98	-1.02	1.55	-232
1650	-0.98	-0.98	-1	1.76	-508
1660	-0.98	-0.98	-1	1.59	120
1670	-0.98	-0.98	-1	0.88	518
1680	-0.98	-0.98	-0.98	0.68	-677
1690	-0.98	-0.98	-0.98	0.68	-127
1700	-0.98	-0.98	-0.98	0.68	33
1710	-0.98	-0.98	-0.98	0.58	100
1720	-0.98	-0.98	-0.98	0.46	154
1730	-0.98	-0.98	-0.98	0.36	162
1740	-0.98	-0.98	-0.98	0	75
1750	-0.98	-0.98	-0.98	0	109
1760	-0.98	-0.98	-0.98	0	109
1770	-0.98	-0.98	-0.98	0	109
1780	-0.98	-0.98	-0.98	0	108
1790	-0.98	-0.98	-0.98	0	111
1800	-0.98	-0.98	-0.98	0	110
1810	-0.98	-0.98	-0.98	0	109
1820	-0.98	-0.98	-0.98	0	108
1830	-0.98	-0.98	-0.98	0	108
